School ID,School Name,Borough,Building Code,Street Address,City,State,Zip Code,Latitude,Longitude,Phone Number,Start Time,End Time,Student Enrollment,Percent White,Percent Black,Percent Hispanic,Percent Asian,Average Score (SAT Math),Average Score (SAT Reading),Average Score (SAT Writing),Percent Tested,Average Score
31R450,Curtis High School,Staten Island,R450,105 Hamilton Avenue,Staten Island,NY,10301,40.64474,-74.08134,718-390-1800,9:00 AM,3:30 PM,2499.0,17.7,38.4,36.0,7.1,453.0,458.0,444.0,64.2%,1355
31R445,Port Richmond High School,Staten Island,R445,85 St Josephs Avenue,Staten Island,NY,10302,40.63384,-74.14211,718-420-2100,8:00 AM,2:45 PM,1628.0,21.7,27.9,42.8,7.0,432.0,427.0,425.0,44.6%,1284
31R605,Staten Island Technical High School,Staten Island,R440,485 Clawson Street,Staten Island,NY,10306,40.56791,-74.11536,718-667-3222,7:45 AM,2:30 PM,1247.0,52.2,1.0,5.2,41.1,711.0,660.0,670.0,99.7%,2041
31R440,New Dorp High School,Staten Island,R435,465 New Dorp Lane,Staten Island,NY,10306,40.56918,-74.1073,718-667-8686,8:05 AM,3:10 PM,2791.0,51.8,12.1,27.8,7.5,454.0,446.0,444.0,63.7%,1344
31R455,Tottenville High School,Staten Island,R455,100 Luten Avenue,Staten Island,NY,10312,40.52823,-74.19215,718-668-8800,8:00 AM,2:45 PM,3982.0,79.9,1.8,11.8,5.1,494.0,476.0,476.0,78.9%,1446
31R460,Susan E. Wagner High School,Staten Island,R460,1200 Manor Road,Staten Island,NY,10314,40.59865,-74.1231,718-698-4200,8:16 AM,3:00 PM,3363.0,47.7,10.9,27.0,13.4,496.0,490.0,487.0,66.3%,1473
31R064,Gaynor McCown Expeditionary Learning School,Staten Island,R043,100 Essex Drive,Staten Island,NY,10314,40.58202,-74.15785,718-370-6950,8:00 AM,2:20 PM,479.0,61.6,13.8,19.0,3.3,442.0,458.0,454.0,55.8%,1354
31R047,CSI High School for International Studies,Staten Island,R043,100 Essex Drive,Staten Island,NY,10314,40.58202,-74.15785,718-370-6900,7:30 AM,3:50 PM,520.0,55.6,8.8,19.8,11.2,477.0,468.0,464.0,83.5%,1409
07X547,New Explorers High School,Bronx,X790,730 Concourse Village West,Bronx,NY,10451,40.82278,-73.92352,718-292-4150,8:30 AM,3:30 PM,475.0,0.4,31.4,67.6,0.4,390.0,398.0,376.0,30.4%,1164
09X505,"Bronx School for Law, Government, and Justice",Bronx,X460,244 East 163rd Street,Bronx,NY,10451,40.82759,-73.91867,718-410-3430,8:15 AM,3:00 PM,778.0,1.0,23.1,72.0,2.2,403.0,409.0,415.0,63.8%,1227
07X548,Urban Assembly School for Careers in Sports,Bronx,X790,730 Concourse Village West,Bronx,NY,10451,40.82278,-73.92352,718-292-7110,8:25 AM,3:18 PM,587.0,1.4,28.6,69.5,0.2,402.0,405.0,395.0,55.5%,1202
07X527,Bronx Leadership Academy II High School,Bronx,X790,730 Concourse Village West,Bronx,NY,10451,40.82278,-73.92352,718-292-7171,8:30 AM,3:15 PM,495.0,0.8,32.3,63.4,2.2,384.0,355.0,361.0,61.3%,1100
07X551,Urban Assembly Bronx Academy of Letters,Bronx,X183,339 Morris Avenue,Bronx,NY,10451,40.81336,-73.92554,718-401-4891,8:00 AM,3:50 PM,591.0,1.5,30.4,66.9,0.9,398.0,400.0,405.0,57.8%,1203
07X670,Health Opportunities High School,Bronx,X884,350 Gerard Avenue,Bronx,NY,10451,40.81608,-73.93032,718-401-1826,8:15 AM,3:35 PM,554.0,1.8,36.1,57.9,3.1,374.0,386.0,382.0,57.9%,1142
07X427,Community School for Social Justice,Bronx,X884,350 Gerard Avenue,Bronx,NY,10451,40.81608,-73.93032,718-402-8481,8:30 AM,3:00 PM,324.0,1.2,29.6,67.3,1.5,380.0,382.0,362.0,38.4%,1124
07X600,Alfred E. Smith Career and Technical Education High School,Bronx,X600,333 East 151st Street,Bronx,NY,10451,40.81825,-73.91974,718-993-5000,8:50 AM,3:00 PM,375.0,0.8,29.1,68.3,1.1,390.0,373.0,371.0,29.8%,1134
09X365,Academy for Language and Technology,Bronx,X082,1700 Macombs Road,Bronx,NY,10453,40.8491,-73.91609,718-731-0219,8:00 AM,4:00 PM,322.0,0.0,0.3,99.7,0.0,371.0,334.0,348.0,78.9%,1053
07X221,South Bronx Preparatory (College Board),Bronx,X149,360 East 145th Street,Bronx,NY,10454,40.81401,-73.92084,718-292-2211,8:00 AM,3:00 PM,654.0,1.4,25.2,70.3,1.7,419.0,414.0,394.0,76.9%,1227
07X334,International Community High School,Bronx,X139,345 Brook Avenue,Bronx,NY,10454,40.81004,-73.91781,718-665-4128,9:00 AM,4:00 PM,463.0,1.3,14.0,76.7,6.5,345.0,338.0,312.0,58.2%,995
07X500,Hostos-Lincoln Academy of Science,Bronx,X162,600 St Anns Avenue,Bronx,NY,10455,40.81496,-73.91252,718-402-5640,8:00 AM,2:30 PM,544.0,1.5,22.5,69.9,3.8,463.0,451.0,435.0,80.0%,1349
07X495,University Heights Secondary School,Bronx,X470,701 St Anns Avenue,Bronx,NY,10455,40.81817,-73.91109,718-292-0578,8:45 AM,3:00 PM,486.0,1.6,30.0,64.6,3.1,420.0,446.0,424.0,87.8%,1290
07X473,Mott Haven Village Preparatory High School,Bronx,X470,701 St Anns Avenue,Bronx,NY,10455,40.81817,-73.91109,718-402-0571,8:30 AM,3:00 PM,364.0,0.5,25.3,73.6,0.3,377.0,373.0,369.0,44.9%,1119
09X543,High School for Violin and Dance,Bronx,X400,1110 Boston Road,Bronx,NY,10456,40.8276,-73.90448,718-842-0687,8:00 AM,3:00 PM,384.0,0.3,34.1,64.6,0.5,363.0,401.0,396.0,31.3%,1160
09X403,Bronx International High School,Bronx,X400,1110 Boston Road,Bronx,NY,10456,40.8276,-73.90448,718-620-1053,9:00 AM,3:45 PM,409.0,1.7,20.0,74.1,3.4,355.0,330.0,320.0,59.1%,1005
12X479,Bronx Career and College Preparatory High School,Bronx,X158,800 Home Street,Bronx,NY,10456,40.82776,-73.90039,718-542-4011,8:00 AM,2:15 PM,333.0,0.6,40.5,56.8,0.9,370.0,379.0,381.0,40.7%,1130
09X260,Bronx Center for Science and Mathematics,Bronx,X002,1363 Fulton Avenue,Bronx,NY,10456,40.83374,-73.90245,718-992-7089,7:30 AM,3:25 PM,457.0,1.5,25.4,65.9,6.3,513.0,468.0,485.0,73.9%,1466
09X324,Bronx Early College Academy for Teaching and Learning,Bronx,X166,250 East 164th Street,Bronx,NY,10456,40.82871,-73.91776,718-681-8287,8:30 AM,3:15 PM,503.0,0.4,28.7,67.4,3.6,424.0,413.0,409.0,93.3%,1246
09X250,Eximius College Preparatory Academy (College Board),Bronx,X002,1363 Fulton Avenue,Bronx,NY,10456,40.83374,-73.90245,718-992-7154,8:00 AM,3:22 PM,449.0,0.7,45.2,52.1,1.1,400.0,391.0,397.0,78.2%,1188
12X267,Bronx Latin,Bronx,X158,800 Home Street,Bronx,NY,10456,40.82776,-73.90039,718-991-6349,8:30 AM,3:15 PM,546.0,0.0,21.2,77.1,1.7,394.0,381.0,363.0,81.0%,1138
09X404,School for Excellence,Bronx,X400,1110 Boston Road,Bronx,NY,10456,40.8276,-73.90448,718-860-1385,8:15 AM,2:45 PM,421.0,1.0,26.6,70.8,0.7,377.0,385.0,383.0,38.4%,1145
09X297,Morris Academy for Collaborative Studies,Bronx,X400,1110 Boston Road,Bronx,NY,10456,40.8276,-73.90448,718-542-3700,8:15 AM,3:30 PM,471.0,0.4,26.3,72.0,0.8,407.0,389.0,386.0,44.8%,1182
09X517,Frederick Douglass Academy III Secondary School,Bronx,X148,3630 Third Avenue,Bronx,NY,10456,40.83417,-73.90403,718-538-9726,8:30 AM,4:00 PM,427.0,2.3,50.4,45.4,0.7,387.0,386.0,386.0,50.5%,1159
09X241,Urban Assembly School for Applied Math and Science,Bronx,X970,1595 Bathgate Avenue,Bronx,NY,10457,40.83933,-73.90131,718-466-7800,8:30 AM,3:30 PM,619.0,1.1,33.0,64.1,1.4,445.0,418.0,422.0,87.8%,1285
09X227,Bronx Collegiate Academy,Bronx,X410,240 East 172nd Street,Bronx,NY,10457,40.84037,-73.91084,718-410-4077,8:30 AM,3:30 PM,382.0,0.3,28.5,69.1,1.0,395.0,401.0,382.0,45.5%,1178
09X252,Mott Hall Bronx High School,Bronx,X970,1595 Bathgate Avenue,Bronx,NY,10457,40.83933,-73.90131,718-466-6800,8:30 AM,3:15 PM,402.0,1.2,20.1,75.6,1.2,417.0,399.0,398.0,46.2%,1214
09X525,Bronx Leadership Academy High School,Bronx,X876,1710 Webster Avenue,Bronx,NY,10457,40.84358,-73.90322,718-299-4274,8:00 AM,3:44 PM,686.0,0.6,35.7,61.7,0.4,375.0,372.0,374.0,49.1%,1121
09X263,Validus Preparatory Academy: An Expeditionary Learning School,Bronx,X970,1595 Bathgate Avenue,Bronx,NY,10457,40.83933,-73.90131,718-466-4000,8:15 AM,3:15 PM,375.0,0.8,26.9,70.7,1.6,382.0,375.0,384.0,59.2%,1141
09X413,Bronx High School for Medical Science,Bronx,X410,240 East 172nd Street,Bronx,NY,10457,40.84037,-73.91084,718-410-4040,7:45 AM,3:15 PM,472.0,0.7,36.7,53.4,7.1,431.0,421.0,426.0,83.9%,1278
09X231,Eagle Academy for Young Men,Bronx,X465,4143 Third Avenue,Bronx,NY,10457,40.84519,-73.89698,718-466-8000,8:30 AM,4:00 PM,608.0,0.5,60.7,36.0,0.3,398.0,410.0,397.0,65.7%,1205
09X412,Bronx High School of Business,Bronx,X410,240 East 172nd Street,Bronx,NY,10457,40.84037,-73.91084,718-410-4060,7:45 AM,3:15 PM,339.0,1.2,33.3,63.1,1.5,365.0,360.0,346.0,33.3%,1071
09X329,DreamYard Preparatory School,Bronx,X410,240 East 172nd Street,Bronx,NY,10457,40.84037,-73.91084,718-410-4242,8:40 AM,3:15 PM,336.0,1.2,33.6,60.7,1.5,385.0,385.0,388.0,51.1%,1158
10X225,Theatre Arts Production Company School,Bronx,X137,2225 Webster Avenue,Bronx,NY,10457,40.85465,-73.89665,718-584-0832,8:30 AM,3:30 PM,632.0,0.7,29.2,66.6,1.2,402.0,421.0,410.0,77.7%,1233
10X243,West Bronx Academy for the Future,Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.86001,-73.88823,718-563-7139,8:30 AM,3:15 PM,599.0,3.0,21.1,72.0,2.7,404.0,383.0,378.0,57.3%,1165
10X439,Bronx High School for Law and Community Service,Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.86001,-73.88823,718-733-5274,8:15 AM,4:00 PM,398.0,1.8,24.4,70.9,1.3,401.0,402.0,386.0,64.8%,1189
10X434,Belmont Preparatory High School,Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.86001,-73.88823,718-733-4559,8:15 AM,3:45 PM,416.0,1.9,30.0,65.6,2.2,413.0,408.0,402.0,55.3%,1223
10X437,Fordham High School for the Arts,Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.86001,-73.88823,718-733-4656,8:00 AM,3:45 PM,401.0,2.5,30.9,65.1,1.0,398.0,404.0,412.0,56.2%,1214
10X374,Knowledge and Power Preparatory Academy International High School (KAPPA),Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.86001,-73.88823,718-933-1247,7:30 AM,4:00 PM,487.0,2.1,32.2,61.4,2.5,408.0,417.0,404.0,66.7%,1229
10X438,Fordham Leadership Academy for Business and Technology,Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.86001,-73.88823,718-733-5024,8:00 AM,4:00 PM,438.0,2.7,27.6,67.8,1.8,355.0,373.0,368.0,44.3%,1096
12X248,Metropolitan High School,Bronx,X099,1180 Rev JA Polite Avenue,Bronx,NY,10459,40.82523,-73.89395,718-991-4634,8:00 AM,4:00 PM,326.0,0.3,21.5,74.8,0.9,387.0,388.0,386.0,65.9%,1161
08X332,Holcombe L. Rucker School of Community Research,Bronx,X039,965 Longwood Avenue,Bronx,NY,10459,40.81744,-73.89805,718-860-1053,8:15 AM,3:15 PM,236.0,0.4,43.2,54.7,0.4,376.0,372.0,369.0,59.0%,1117
08X530,Banana Kelly High School,Bronx,X039,965 Longwood Avenue,Bronx,NY,10459,40.81744,-73.89805,718-860-1242,8:45 AM,3:05 PM,325.0,1.2,37.2,60.6,0.0,378.0,391.0,378.0,25.7%,1147
08X269,Bronx Studio School for Writers and Artists,Bronx,X392,928 Simpson Street,Bronx,NY,10459,40.82062,-73.89307,718-893-5158,8:20 AM,3:20 PM,565.0,0.6,20.3,76.9,1.2,417.0,412.0,403.0,71.6%,1232
12X278,Peace and Diversity Academy,Bronx,X099,1180 Rev JA Polite Avenue,Bronx,NY,10459,40.82523,-73.89395,718-991-1855,8:45 AM,3:15 PM,170.0,1.8,44.1,52.4,0.6,366.0,362.0,365.0,27.1%,1093
12X271,East Bronx Academy for the Future,Bronx,X973,1716 Southern Boulevard,Bronx,NY,10460,40.83695,-73.88796,718-861-8641,8:30 AM,3:00 PM,618.0,0.5,25.4,71.0,3.0,418.0,406.0,408.0,41.1%,1232
12X511,Bronx Envision Academy,Bronx,X098,1619 Boston Road,Bronx,NY,10460,40.83594,-73.89047,718-589-1590,8:25 AM,3:15 PM,355.0,2.0,34.4,60.3,2.0,364.0,385.0,366.0,76.5%,1115
12X682,Fannie Lou Hamer Freedom High School,Bronx,X878,1021 Jennings Street,Bronx,NY,10460,40.83081,-73.88602,718-861-0521,8:45 AM,2:45 PM,470.0,0.2,28.5,70.4,0.4,345.0,347.0,339.0,75.0%,1031
12X251,Explorations Academy,Bronx,X098,1619 Boston Road,Bronx,NY,10460,40.83594,-73.89047,718-893-6173,8:00 AM,3:30 PM,358.0,2.0,27.1,69.8,0.8,377.0,372.0,365.0,43.0%,1114
12X372,Urban Assembly School for Wildlife Conservation,Bronx,X067,2024 Mohegan Avenue,Bronx,NY,10460,40.84404,-73.88469,718-991-2695,8:40 AM,3:00 PM,571.0,2.2,25.3,69.4,2.2,393.0,397.0,379.0,71.1%,1169
12X684,Wings Academy,Bronx,X879,1122 East 180th Street,Bronx,NY,10460,40.84181,-73.87542,718-597-1751,8:00 AM,3:00 PM,501.0,1.2,58.5,37.9,0.8,379.0,372.0,373.0,49.2%,1124
08X293,Renaissance High School for Musical Theater and Technology,Bronx,X405,3000 East Tremont Avenue,Bronx,NY,10461,40.84051,-73.83812,718-430-6390,8:15 AM,3:00 PM,444.0,7.2,27.9,61.0,3.2,390.0,411.0,393.0,52.3%,1194
08X405,Herbert H. Lehman High School,Bronx,X405,3000 East Tremont Avenue,Bronx,NY,10461,40.84051,-73.83812,718-904-4200,8:15 AM,3:45 PM,1535.0,10.6,23.6,54.9,9.2,426.0,419.0,407.0,28.9%,1252
11X418,Bronx High School for the Visual Arts,Bronx,X839,2040 Antin Place,Bronx,NY,10462,40.85143,-73.86502,718-319-5160,8:15 AM,2:45 PM,483.0,6.8,27.3,61.5,3.7,408.0,428.0,404.0,32.5%,1240
10X368,In-Tech Academy,Bronx,X368,2975 Tibbett Avenue,Bronx,NY,10463,40.88005,-73.90921,718-432-4300,8:30 AM,3:30 PM,1022.0,3.4,10.8,82.8,2.8,426.0,419.0,404.0,85.9%,1249
10X284,Bronx School of Law and Finance,Bronx,X475,99 Terrace View Avenue,Bronx,NY,10463,40.87705,-73.91234,718-561-0113,8:00 AM,2:45 PM,426.0,2.6,30.3,64.8,2.1,384.0,394.0,366.0,48.3%,1144
10X213,Bronx Engineering and Technology Academy,Bronx,X475,99 Terrace View Avenue,Bronx,NY,10463,40.87705,-73.91234,718-563-6678,8:15 AM,4:30 PM,417.0,1.4,34.3,55.9,6.7,394.0,406.0,391.0,59.6%,1191
10X546,Bronx Theatre High School,Bronx,X475,99 Terrace View Avenue,Bronx,NY,10463,40.87705,-73.91234,718-329-2902,8:40 AM,4:00 PM,428.0,1.6,30.1,67.1,0.5,382.0,384.0,390.0,66.7%,1156
10X477,Marble Hill High School for International Studies,Bronx,X475,99 Terrace View Avenue,Bronx,NY,10463,40.87705,-73.91234,718-561-0973,8:30 AM,4:40 PM,449.0,5.1,24.5,61.0,8.9,451.0,417.0,423.0,92.9%,1291
10X237,"Marie Curie School for Medicine, Nursing, and Health Professions",Bronx,X143,120 West 231st Street,Bronx,NY,10463,40.87598,-73.90123,718-432-6491,8:00 AM,2:45 PM,583.0,3.3,35.7,56.9,2.7,423.0,420.0,425.0,68.6%,1268
10X141,Riverdale/Kingsbridge Academy,Bronx,X141,660 West 237th Street,Bronx,NY,10463,40.88837,-73.91409,718-796-8516,8:20 AM,2:40 PM,1381.0,23.7,12.3,55.7,7.7,496.0,485.0,476.0,69.4%,1457
11X513,New World High School,Bronx,X362,921 East 228th Street,Bronx,NY,10466,40.88792,-73.85287,718-696-3800,8:00 AM,3:00 PM,408.0,7.6,9.3,66.2,13.7,407.0,363.0,358.0,93.0%,1128
11X514,Bronxwood Preparatory Academy,Bronx,X362,921 East 228th Street,Bronx,NY,10466,40.88792,-73.85287,718-696-3820,8:00 AM,3:00 PM,423.0,3.8,61.9,28.8,3.3,392.0,408.0,392.0,43.3%,1192
11X270,Academy for Scholarship and Entrepreneurship (College Board),Bronx,X362,921 East 228th Street,Bronx,NY,10466,40.88792,-73.85287,718-696-3840,8:00 AM,2:56 PM,371.0,1.1,63.6,30.5,3.2,392.0,408.0,400.0,63.4%,1200
11X544,High School for Contemporary Arts,Bronx,X425,800 East Gun Hill Road,Bronx,NY,10467,40.87575,-73.86139,718-944-5610,8:00 AM,2:45 PM,493.0,1.0,38.1,59.2,0.8,367.0,381.0,361.0,41.0%,1109
11X545,Bronx Aerospace High School,Bronx,X425,800 East Gun Hill Road,Bronx,NY,10467,40.87575,-73.86139,718-696-6010,9:00 AM,5:00 PM,431.0,2.1,29.2,64.5,2.3,403.0,410.0,393.0,50.5%,1206
11X290,Bronx Academy of Health Careers,Bronx,X425,800 East Gun Hill Road,Bronx,NY,10467,40.87575,-73.86139,718-696-3340,8:25 AM,3:15 PM,465.0,1.9,44.7,47.3,4.7,386.0,380.0,391.0,59.4%,1157
11X275,High School of Computers and Technology,Bronx,X425,800 East Gun Hill Road,Bronx,NY,10467,40.87575,-73.86139,718-696-3930,8:00 AM,3:00 PM,567.0,1.2,34.4,58.0,4.9,396.0,399.0,377.0,65.6%,1172
11X265,Bronx Lab School,Bronx,X425,800 East Gun Hill Road,Bronx,NY,10467,40.87575,-73.86139,718-696-3700,8:45 AM,5:00 PM,471.0,1.5,39.9,54.4,3.6,407.0,416.0,401.0,77.4%,1224
11X253,Bronx High School for Writing and Communication Arts,Bronx,X425,800 East Gun Hill Road,Bronx,NY,10467,40.87575,-73.86139,718-944-5660,8:00 AM,3:00 PM,389.0,1.3,45.0,49.1,3.3,380.0,437.0,425.0,38.1%,1242
10X433,High School for Teaching and the Professions,Bronx,X430,2780 Reservoir Avenue,Bronx,NY,10468,40.87038,-73.89816,718-329-7380,8:45 AM,3:45 PM,486.0,2.7,20.4,74.5,1.9,372.0,361.0,369.0,46.5%,1102
10X445,Bronx High School of Science,Bronx,X445,75 West 205th Street,Bronx,NY,10468,40.87706,-73.88978,718-817-7700,8:00 AM,3:45 PM,3015.0,22.1,2.6,5.5,62.8,714.0,660.0,667.0,97.0%,2041
10X268,Kingsbridge International High School,Bronx,X430,2780 Reservoir Avenue,Bronx,NY,10468,40.87038,-73.89816,718-329-8580,7:45 AM,2:45 PM,461.0,2.0,5.2,85.9,6.5,366.0,311.0,310.0,50.7%,987
10X549,Discovery High School,Bronx,X430,2780 Reservoir Avenue,Bronx,NY,10468,40.87038,-73.89816,718-733-3872,8:45 AM,3:45 PM,530.0,2.3,17.4,77.2,2.5,432.0,396.0,395.0,39.9%,1223
10X442,Celia Cruz Bronx High School of Music,Bronx,X430,2780 Reservoir Avenue,Bronx,NY,10468,40.87038,-73.89816,718-329-8550,8:00 AM,3:45 PM,430.0,1.2,25.3,70.0,1.4,417.0,434.0,425.0,75.6%,1276
10X696,High School of American Studies at Lehman College,Bronx,X905,2925 Goulden Avenue,Bronx,NY,10468,40.87126,-73.89752,718-329-2144,8:00 AM,3:00 PM,376.0,50.8,4.0,15.2,23.1,669.0,672.0,672.0,91.8%,2013
10X440,DeWitt Clinton High School,Bronx,X440,100 West Mosholu Parkway South,Bronx,NY,10468,40.88008,-73.8859,718-543-1000,8:00 AM,2:46 PM,2109.0,3.6,31.6,54.5,8.6,445.0,436.0,433.0,31.8%,1314
10X342,International School for Liberal Arts,Bronx,X430,2780 Reservoir Avenue,Bronx,NY,10468,40.87038,-73.89816,718-329-8570,8:00 AM,3:45 PM,561.0,0.5,0.0,99.5,0.0,390.0,387.0,379.0,19.2%,1156
11X299,Astor Collegiate Academy,Bronx,X415,925 Astor Avenue,Bronx,NY,10469,40.8597,-73.86074,718-944-3418,7:35 AM,3:55 PM,476.0,10.5,33.4,47.9,6.5,422.0,417.0,409.0,57.9%,1248
11X542,Pelham Preparatory Academy,Bronx,X415,925 Astor Avenue,Bronx,NY,10469,40.8597,-73.86074,718-944-3601,8:15 AM,3:45 PM,489.0,6.5,35.6,48.9,5.5,420.0,433.0,425.0,77.0%,1278
11X509,High School of Language and Innovation,Bronx,X415,925 Astor Avenue,Bronx,NY,10469,40.8597,-73.86074,718-944-3625,8:25 AM,3:15 PM,354.0,11.0,11.9,57.6,16.7,356.0,340.0,320.0,72.7%,1016
11X288,Collegiate Institute for Math and Science,Bronx,X415,925 Astor Avenue,Bronx,NY,10469,40.8597,-73.86074,718-944-3635,8:15 AM,4:15 PM,687.0,9.5,33.8,43.5,11.6,488.0,461.0,458.0,79.8%,1407
11X508,Bronxdale High School,Bronx,X415,925 Astor Avenue,Bronx,NY,10469,40.8597,-73.86074,718-944-3655,8:25 AM,3:55 PM,427.0,9.4,28.8,57.1,3.0,418.0,432.0,436.0,72.5%,1286
12X388,Pan American International High School at Monroe,Bronx,X420,1300 Boynton Avenue,Bronx,NY,10472,40.83137,-73.87882,718-991-7238,8:30 AM,5:30 PM,428.0,0.0,0.0,100.0,0.0,317.0,315.0,292.0,65.6%,924
12X478,Cinema School,Bronx,X423,1551 East 172nd Street,Bronx,NY,10472,40.83136,-73.87834,718-620-2560,8:30 AM,3:45 PM,338.0,4.1,21.9,69.8,3.8,430.0,449.0,448.0,88.3%,1327
12X692,Monroe Academy for Visual Arts and Design,Bronx,X420,1300 Boynton Avenue,Bronx,NY,10472,40.83137,-73.87882,718-860-8160,8:30 AM,3:00 PM,445.0,0.9,18.0,78.4,1.1,361.0,354.0,351.0,46.8%,1066
12X242,Mott Hall V,Bronx,X423,1551 East 172nd Street,Bronx,NY,10472,40.83136,-73.87834,718-620-8160,8:00 AM,3:30 PM,669.0,1.7,22.2,70.6,4.2,430.0,422.0,414.0,77.5%,1266
12X521,Metropolitan Soundview High School,Bronx,X420,1300 Boynton Avenue,Bronx,NY,10472,40.83137,-73.87882,718-860-8240,8:30 AM,3:40 PM,416.0,1.7,26.2,67.3,2.6,444.0,428.0,422.0,52.0%,1294
